PathwayIDs;PathwayNames;PathwayBackgroundNames;PathwaySizes;TargetSizes;IntersectionSize;BackgroundSizes;pValue;pAdjusted;Intersection
WP5109;Familial hyperlipidemia type 2;WP_allPathways_request_2022_08_11.gmt;16;38;0;12378;1.0;1.0;
WP5173;Disorders of galactose metabolism ;WP_allPathways_request_2022_08_11.gmt;13;38;0;12378;1.0;1.0;
WP5104;Acquired partial lipodystrophy / Barraquer-Simons syndrome;WP_allPathways_request_2022_08_11.gmt;10;38;0;12378;1.0;1.0;
WP4814;Somatic sex determination;WP_allPathways_request_2022_08_11.gmt;14;38;0;12378;1.0;1.0;
WP4804;Cholesterol biosynthesis with skeletal dysplasias;WP_allPathways_request_2022_08_11.gmt;7;38;0;12378;1.0;1.0;
WP4299;Lamin A-processing pathway;WP_allPathways_request_2022_08_11.gmt;3;38;0;12378;1.0;1.0;
WP4297;Thiamine metabolic pathways;WP_allPathways_request_2022_08_11.gmt;9;38;0;12378;1.0;1.0;
WP4292;Methionine metabolism leading to sulfur amino acids and related disorders;WP_allPathways_request_2022_08_11.gmt;11;38;0;12378;1.0;1.0;
WP4288;MTHFR deficiency;WP_allPathways_request_2022_08_11.gmt;24;38;0;12378;1.0;1.0;
WP4271;Vitamin B12 disorders;WP_allPathways_request_2022_08_11.gmt;13;38;0;12378;1.0;1.0;
WP4259;Disorders of folate metabolism and transport;WP_allPathways_request_2022_08_11.gmt;13;38;0;12378;1.0;1.0;
WP4236;Krebs cycle disorders;WP_allPathways_request_2022_08_11.gmt;7;38;0;12378;1.0;1.0;
WP4228;Vitamin B6-dependent and responsive disorders;WP_allPathways_request_2022_08_11.gmt;4;38;0;12378;1.0;1.0;
WP4225;Pyrimidine metabolism and related diseases;WP_allPathways_request_2022_08_11.gmt;17;38;0;12378;1.0;1.0;
WP4224;Purine metabolism and related disorders;WP_allPathways_request_2022_08_11.gmt;22;38;0;12378;1.0;1.0;
WP4220;Neurotransmitter disorders;WP_allPathways_request_2022_08_11.gmt;4;38;0;12378;1.0;1.0;
WP4157;GABA metabolism (aka GHB);WP_allPathways_request_2022_08_11.gmt;6;38;0;12378;1.0;1.0;
WP4156;Biosynthesis and regeneration of tetrahydrobiopterin and catabolism of phenylalanine;WP_allPathways_request_2022_08_11.gmt;2;38;0;12378;1.0;1.0;
WP4153;Degradation pathway of sphingolipids, including diseases;WP_allPathways_request_2022_08_11.gmt;10;38;0;12378;1.0;1.0;
WP3998;Prader-Willi and Angelman syndrome;WP_allPathways_request_2022_08_11.gmt;66;38;0;12378;1.0;1.0;
WP3995;Prion disease pathway;WP_allPathways_request_2022_08_11.gmt;33;38;1;12378;0.09660571966856298;1.0;PDIA3
WP3853;ERK pathway in Huntington's disease;WP_allPathways_request_2022_08_11.gmt;15;38;0;12378;1.0;1.0;
WP3584;MECP2 and associated Rett syndrome;WP_allPathways_request_2022_08_11.gmt;73;38;0;12378;1.0;1.0;
WP3569;Fanconi Anemia Pathway;WP_allPathways_request_2022_08_11.gmt;39;38;0;12378;1.0;1.0;
WP2447;Amyotrophic lateral sclerosis (ALS);WP_allPathways_request_2022_08_11.gmt;38;38;0;12378;1.0;1.0;
WP2371;Parkinson's disease pathway;WP_allPathways_request_2022_08_11.gmt;47;38;0;12378;1.0;1.0;
WP4312;Rett syndrome causing genes;WP_allPathways_request_2022_08_11.gmt;48;38;0;12378;1.0;1.0;
WP5223;2q21.1 copy number variation syndrome;WP_allPathways_request_2022_08_11.gmt;42;38;0;12378;1.0;1.0;
WP4320;Effect of progerin on genes involved in Hutchinson-Gilford progeria syndrome;WP_allPathways_request_2022_08_11.gmt;37;38;0;12378;1.0;1.0;
WP4506;Tyrosine metabolism;WP_allPathways_request_2022_08_11.gmt;4;38;0;12378;1.0;1.0;
WP4803;Ciliopathies;WP_allPathways_request_2022_08_11.gmt;184;38;0;12378;1.0;1.0;
WP4792;Purine metabolism;WP_allPathways_request_2022_08_11.gmt;13;38;0;12378;1.0;1.0;
WP4746;Thyroid hormones production and peripheral downstream signaling effects;WP_allPathways_request_2022_08_11.gmt;92;38;1;12378;0.24717130449994132;1.0;ITGAV
WP4688;Serine metabolism;WP_allPathways_request_2022_08_11.gmt;8;38;0;12378;1.0;1.0;
WP4686;Leucine, isoleucine and valine metabolism;WP_allPathways_request_2022_08_11.gmt;24;38;0;12378;1.0;1.0;
WP4673;Male infertility;WP_allPathways_request_2022_08_11.gmt;145;38;0;12378;1.0;1.0;
WP4657;22q11.2 copy number variation syndrome;WP_allPathways_request_2022_08_11.gmt;149;38;0;12378;1.0;1.0;
WP4656;Joubert syndrome;WP_allPathways_request_2022_08_11.gmt;76;38;0;12378;1.0;1.0;
WP4595;Urea cycle and associated pathways;WP_allPathways_request_2022_08_11.gmt;24;38;0;12378;1.0;1.0;
WP4577;Neurodegeneration with brain iron accumulation (NBIA) subtypes pathway;WP_allPathways_request_2022_08_11.gmt;44;38;0;12378;1.0;1.0;
WP4549;Fragile X syndrome;WP_allPathways_request_2022_08_11.gmt;112;38;1;12378;0.29243125764944533;1.0;DAG1
WP4545;Oxysterols derived from cholesterol;WP_allPathways_request_2022_08_11.gmt;46;38;0;12378;1.0;1.0;
WP4540;Hippo signaling regulation pathways;WP_allPathways_request_2022_08_11.gmt;98;38;1;12378;0.2610372966774719;1.0;PDGFRA
WP4535;Envelope proteins and their potential roles in EDMD physiopathology;WP_allPathways_request_2022_08_11.gmt;46;38;0;12378;1.0;1.0;
WP4524;Alternative pathway of fetal androgen synthesis;WP_allPathways_request_2022_08_11.gmt;11;38;0;12378;1.0;1.0;
WP4523;Classical pathway of steroidogenesis with glucocorticoid and mineralocorticoid metabolism;WP_allPathways_request_2022_08_11.gmt;16;38;0;12378;1.0;1.0;
WP4522;Metabolic pathway of LDL, HDL and TG, including diseases;WP_allPathways_request_2022_08_11.gmt;17;38;0;12378;1.0;1.0;
WP4521;Glycosylation and related congenital defects;WP_allPathways_request_2022_08_11.gmt;25;38;0;12378;1.0;1.0;
WP4519;Cerebral organic acidurias, including diseases;WP_allPathways_request_2022_08_11.gmt;8;38;0;12378;1.0;1.0;
WP4518;Gamma-glutamyl cycle for the biosynthesis and degradation of glutathione, including diseases;WP_allPathways_request_2022_08_11.gmt;6;38;0;12378;1.0;1.0;
WP4507;Molybdenum cofactor (Moco) biosynthesis;WP_allPathways_request_2022_08_11.gmt;7;38;0;12378;1.0;1.0;
WP4504;Cysteine and methionine catabolism;WP_allPathways_request_2022_08_11.gmt;15;38;0;12378;1.0;1.0;
WP5224;2q37 copy number variation syndrome;WP_allPathways_request_2022_08_11.gmt;168;38;0;12378;1.0;1.0;
