WPID;WPTitle;WPSize;TargetSize;IntersectionSize;UniversSize;pValue;pAdjusted;Intersection
WP4271;Vitamin B12 disorders;13;22;0;12387;1.0;1.0;
WP4259;Disorders of folate metabolism and transport;13;22;0;12387;1.0;1.0;
WP4236;Krebs cycle disorders;7;22;0;12387;1.0;1.0;
WP4228;Vitamin B6-dependent and responsive disorders;4;22;0;12387;1.0;1.0;
WP4225;Pyrimidine metabolism and related diseases;17;22;0;12387;1.0;1.0;
WP4224;Purine metabolism and related disorders;22;22;0;12387;1.0;1.0;
WP4220;Neurotransmitter disorders;4;22;0;12387;1.0;1.0;
WP4157;GABA metabolism (aka GHB);6;22;0;12387;1.0;1.0;
WP4156;Biosynthesis and regeneration of tetrahydrobiopterin and catabolism of phenylalanine;2;22;0;12387;1.0;1.0;
WP4153;Degradation pathway of sphingolipids, including diseases;10;22;0;12387;1.0;1.0;
WP3998;Prader-Willi and Angelman syndrome;66;22;0;12387;1.0;1.0;
WP3995;Prion disease pathway;33;22;0;12387;1.0;1.0;
WP3853;ERK pathway in Huntington's disease;15;22;0;12387;1.0;1.0;
WP3584;MECP2 and associated Rett syndrome;73;22;1;12387;0.12203300840492848;1.0;IGF1R
WP3569;Fanconi Anemia Pathway;39;22;0;12387;1.0;1.0;
WP2447;Amyotrophic lateral sclerosis (ALS);38;22;0;12387;1.0;1.0;
WP2371;Parkinson's disease pathway;47;22;0;12387;1.0;1.0;
WP4312;Rett syndrome causing genes;48;22;0;12387;1.0;1.0;
WP4320;Effect of progerin on genes involved in Hutchinson-Gilford progeria syndrome;37;22;0;12387;1.0;1.0;
WP4504;Cysteine and methionine catabolism;15;22;0;12387;1.0;1.0;
WP4506;Tyrosine metabolism;4;22;0;12387;1.0;1.0;
WP4803;Ciliopathies;184;22;0;12387;1.0;1.0;
WP4792;Purine metabolism;13;22;0;12387;1.0;1.0;
WP4746;Thyroid hormones production and peripheral downstream signaling effects;92;22;0;12387;1.0;1.0;
WP4688;Serine metabolism;8;22;0;12387;1.0;1.0;
WP4686;Leucine, isoleucine and valine metabolism;24;22;0;12387;1.0;1.0;
WP4673;Male infertility;145;22;0;12387;1.0;1.0;
WP4657;22q11.2 copy number variation syndrome;149;22;0;12387;1.0;1.0;
WP4656;Joubert syndrome;76;22;0;12387;1.0;1.0;
WP4595;Urea cycle and associated pathways;24;22;0;12387;1.0;1.0;
WP4577;Neurodegeneration with brain iron accumulation (NBIA) subtypes pathway;44;22;0;12387;1.0;1.0;
WP5223;2q21.1 copy number variation syndrome;42;22;0;12387;1.0;1.0;
WP4549;Fragile X syndrome;112;22;1;12387;0.18126377265269217;1.0;SHC1
WP4541;Hippo-Merlin signaling dysregulation;120;22;1;12387;0.1929328144523258;1.0;IGF1R
WP4540;Hippo signaling regulation pathways;98;22;1;12387;0.16045441027514493;1.0;IGF1R
WP4535;Envelope proteins and their potential roles in EDMD physiopathology;46;22;0;12387;1.0;1.0;
WP4524;Alternative pathway of fetal androgen synthesis;11;22;0;12387;1.0;1.0;
WP4523;Classical pathway of steroidogenesis with glucocorticoid and mineralocorticoid metabolism;16;22;0;12387;1.0;1.0;
WP4522;Metabolic pathway of LDL, HDL and TG, including diseases;17;22;0;12387;1.0;1.0;
WP4521;Glycosylation and related congenital defects;25;22;0;12387;1.0;1.0;
WP4519;Cerebral organic acidurias, including diseases;8;22;0;12387;1.0;1.0;
WP4518;Gamma-glutamyl cycle for the biosynthesis and degradation of glutathione, including diseases;6;22;0;12387;1.0;1.0;
WP4507;Molybdenum cofactor (Moco) biosynthesis;7;22;0;12387;1.0;1.0;
WP4545;Oxysterols derived from cholesterol;46;22;0;12387;1.0;1.0;
WP5224;2q37 copy number variation syndrome;168;22;1;12387;0.25968233005556235;1.0;IL13RA1
